date,hour,visitors,tickets_online,tickets_offline,revenue_tickets,revenue_gastro,revenue_parking,facility_zone,notes
2025-12-10,12,31,16,15,1452.67,415.49,226.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,13,26,13,13,1128.49,378.98,75.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,14,29,15,14,1003.38,358.63,193.52,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,15,25,13,12,932.69,489.46,79.99,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,16,32,16,16,1530.1,612.43,160.13,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,17,25,13,12,974.84,518.54,105.07,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,18,21,10,11,930.39,469.73,94.15,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,19,20,10,10,727.46,457.92,99.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-10,20,18,9,9,678.47,399.17,83.87,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,9,18,9,9,600.68,317.89,116.82,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,10,18,9,9,781.38,182.67,58.88,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,11,23,11,12,1008.19,308.97,69.75,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,12,23,11,12,737.91,306.26,98.89,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,13,31,16,15,1084.95,473.8,163.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,14,35,18,17,1348.5,327.87,149.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,15,36,18,18,1338.87,518.16,142.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,16,31,16,15,1184.35,315.76,217.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,17,31,16,15,1275.69,352.6,136.51,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,18,17,8,9,581.76,224.67,84.42,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,19,22,11,11,852.23,347.14,63.46,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-11,20,20,10,10,720.54,249.05,112.5,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,9,19,9,10,640.52,252.04,137.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,10,21,10,11,783.62,371.34,136.93,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,11,23,11,12,1036.09,483.76,169.54,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,12,31,16,15,1059.52,418.17,224.33,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,13,33,17,16,1565.3,744.55,130.59,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,14,37,19,18,1595.41,587.34,199.04,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,15,32,16,16,1442.05,464.03,98.22,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,16,32,16,16,1312.69,553.32,167.3,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,17,23,11,12,1086.71,355.64,138.96,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,18,19,9,10,741.29,248.49,113.32,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,19,22,11,11,848.02,351.79,124.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-12,20,16,8,8,573.96,291.54,97.22,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,9,33,20,13,1579.09,518.41,148.63,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,10,33,20,13,1323.49,722.22,196.63,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,11,31,19,12,1170.33,667.65,160.72,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,12,43,26,17,1815.07,438.16,272.83,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,13,48,29,19,2032.9,461.77,356.07,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,14,48,29,19,2056.3,700.54,300.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,15,57,35,22,1833.62,719.47,288.04,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,16,44,27,17,1773.23,753.6,236.55,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,17,35,21,14,1552.51,603.41,175.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,18,36,22,14,1350.7,336.38,108.82,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,19,24,14,10,812.57,532.07,77.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-13,20,36,22,14,1331.65,553.49,127.24,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,9,28,17,11,1092.3,525.13,114.65,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,10,36,22,14,1324.95,732.33,110.72,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,11,44,27,17,1884.71,497.24,326.46,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,12,39,24,15,1400.2,446.25,128.73,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,13,37,22,15,1321.26,542.81,126.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,14,48,29,19,2027.89,722.39,127.01,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,15,48,29,19,1990.81,693.3,289.14,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,16,43,26,17,1517.58,839.9,281.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,17,42,26,16,1929.97,487.93,173.46,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,18,36,22,14,1415.55,456.23,245.27,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,19,27,16,11,1121.89,474.07,146.75,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-14,20,31,19,12,1164.57,645.95,173.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,9,23,11,12,845.46,404.86,67.25,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,10,19,9,10,648.72,202.35,76.51,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,11,28,14,14,1124.85,415.95,89.3,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,12,35,18,17,1334.88,406.02,198.71,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,13,31,16,15,1487.95,519.83,153.39,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,14,29,15,14,993.1,388.72,137.9,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,15,37,19,18,1189.67,403.72,243.31,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,16,31,16,15,1470.06,498.36,154.22,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,17,24,12,12,1090.52,380.2,69.92,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,18,20,10,10,649.88,393.1,79.21,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,19,21,10,11,728.52,323.45,130.46,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-15,20,24,12,12,1062.11,400.71,73.59,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,9,25,13,12,1129.31,353.4,165.33,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,10,26,13,13,849.31,495.71,136.03,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,11,27,14,13,1222.59,527.01,107.69,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,12,30,15,15,1439.67,458.89,127.29,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,13,35,18,17,1676.62,695.06,128.97,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,14,31,16,15,1394.11,534.16,131.85,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,15,32,16,16,1108.98,350.38,113.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,16,25,13,12,882.78,245.78,106.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,17,25,13,12,929.46,471.42,98.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,18,26,13,13,943.21,546.32,193.11,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,19,21,10,11,995.49,419.99,148.97,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-16,20,20,10,10,957.6,422.77,62.69,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,9,23,11,12,997.79,473.77,145.07,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,10,21,10,11,899.21,332.9,113.13,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,11,25,13,12,980.8,446.77,172.52,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,12,34,17,17,1138.64,551.43,132.3,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,13,37,19,18,1746.55,502.54,92.96,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,14,33,17,16,1464.74,635.52,203.1,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,15,28,14,14,1056.48,276.83,144.82,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,16,31,16,15,1100.04,465.47,110.34,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,17,25,13,12,935.1,427.28,133.27,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,18,28,14,14,1113.43,386.75,165.56,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,19,22,11,11,979.93,339.55,68.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-17,20,21,10,11,960.17,318.74,52.57,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,9,23,11,12,989.4,249.48,132.25,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,10,22,11,11,759.96,485.28,85.14,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,11,24,12,12,910.79,519.68,79.86,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,12,27,14,13,1035.22,358.48,161.92,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,13,34,17,17,1470.81,306.52,166.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,14,41,21,20,1399.05,498.83,241.9,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,15,40,20,20,1802.95,913.37,184.46,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,16,30,15,15,1023.44,299.75,132.46,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,17,26,13,13,962.35,554.68,82.83,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,18,22,11,11,976.26,429.97,69.65,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,19,23,11,12,931.23,209.73,132.25,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-18,20,21,10,11,819.87,401.4,118.45,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,9,23,11,12,988.66,483.91,67.47,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,10,25,13,12,840.19,488.36,136.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,11,20,10,10,740.64,219.15,77.7,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,12,36,18,18,1200.53,602.91,198.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,13,28,14,14,1205.33,584.37,162.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,14,30,15,15,1104.79,487.45,151.43,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,15,33,17,16,1084.81,711.84,240.02,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,16,27,14,13,1077.79,285.62,134.94,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,17,22,11,11,1048.15,501.96,157.73,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,18,21,10,11,716.35,442.08,112.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,19,19,9,10,839.87,424.88,120.68,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-19,20,23,11,12,742.14,228.75,87.65,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,9,34,21,13,1517.37,547.15,191.86,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,10,36,22,14,1440.6,533.38,216.33,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,11,45,27,18,1883.55,579.8,182.23,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,12,49,30,19,1968.86,580.39,320.47,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,13,46,28,18,1938.84,951.44,271.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,14,52,32,20,1719.01,976.64,319.79,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,15,53,32,21,1769.11,799.39,252.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,16,44,27,17,1836.62,586.52,273.17,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,17,40,24,16,1733.06,752.84,132.77,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,18,33,20,13,1559.19,538.63,211.69,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,19,32,19,13,1088.99,637.94,123.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-20,20,30,18,12,1385.48,594.0,79.4,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,9,34,21,13,1122.75,645.07,183.03,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,10,32,19,13,1063.46,491.93,137.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,11,33,20,13,1250.14,414.86,99.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,12,46,28,18,1894.4,879.47,167.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,13,49,30,19,2244.54,608.76,238.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,14,53,32,21,2020.77,588.36,379.26,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,15,56,34,22,2610.9,1084.68,257.42,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,16,40,24,16,1485.95,593.1,244.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,17,39,24,15,1480.63,625.11,273.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,18,37,22,15,1290.17,749.65,274.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,19,34,21,13,1341.01,440.38,228.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-21,20,31,19,12,1154.34,519.04,78.74,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,9,22,11,11,810.98,389.8,106.03,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,10,26,13,13,1078.14,413.58,165.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,11,27,14,13,1192.53,335.66,68.36,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,12,36,18,18,1388.18,441.43,152.36,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,13,37,19,18,1746.99,333.76,214.1,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,14,27,14,13,1230.77,517.89,81.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,15,30,15,15,1196.17,295.16,224.54,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,16,29,15,14,1258.21,298.77,206.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,17,28,14,14,1209.98,398.02,206.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,18,20,10,10,667.17,206.76,63.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,19,21,10,11,862.79,316.88,153.74,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-22,20,19,9,10,679.98,240.42,77.43,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,9,22,11,11,962.84,295.96,84.92,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,10,18,9,9,597.51,213.08,115.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,11,24,12,12,831.12,372.59,108.78,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,12,28,14,14,1136.09,630.14,99.07,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,13,31,16,15,1051.48,347.41,183.84,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,14,37,19,18,1673.22,693.98,99.96,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,15,34,17,17,1137.62,424.15,145.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,16,26,13,13,1045.6,480.49,98.82,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,17,26,13,13,1000.23,398.6,162.25,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,18,22,11,11,791.95,340.31,143.43,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,19,21,10,11,951.01,477.87,66.23,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-23,20,20,10,10,903.58,284.23,113.03,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,9,19,9,10,686.68,387.19,49.57,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,10,19,9,10,627.6,411.06,89.63,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,11,30,15,15,1358.09,409.25,81.4,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,12,34,17,17,1338.78,385.96,182.56,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,13,34,17,17,1104.04,631.21,114.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,14,30,15,15,1063.06,348.6,116.98,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,15,33,17,16,1382.93,410.55,131.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,16,28,14,14,1080.57,467.87,78.54,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,17,25,13,12,879.78,534.63,128.23,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,18,24,12,12,1010.21,485.53,155.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,19,25,13,12,943.64,415.58,123.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-24,20,20,10,10,932.06,320.67,88.84,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,9,22,11,11,781.1,473.9,140.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,10,24,12,12,790.5,549.15,123.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,11,26,13,13,1237.18,270.45,150.39,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,12,15,7,8,543.97,306.42,106.29,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,13,45,23,22,1597.98,938.3,291.91,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,14,39,20,19,1469.4,809.22,262.32,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,15,35,18,17,1571.48,656.84,247.45,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,16,33,17,16,1070.89,620.66,238.85,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,17,21,10,11,735.25,479.47,145.07,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,18,21,10,11,837.39,279.86,104.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,19,22,11,11,781.02,360.15,55.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-25,20,21,10,11,980.41,248.23,66.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,9,20,10,10,910.17,270.6,52.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,10,16,8,8,662.17,349.46,101.95,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,11,29,15,14,1373.7,412.68,209.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,12,23,11,12,881.58,239.53,92.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,13,34,17,17,1604.09,682.92,248.31,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,14,36,18,18,1525.93,411.8,264.37,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,15,30,15,15,1337.76,363.76,163.34,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,16,22,11,11,765.72,292.5,130.73,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,17,29,15,14,1368.24,646.17,129.28,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,18,26,13,13,1245.62,585.33,69.21,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,19,16,8,8,759.69,193.48,85.24,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-26,20,17,8,9,798.78,186.47,105.85,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,9,34,21,13,1179.33,727.41,100.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,10,48,29,19,2080.49,861.48,332.8,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,11,36,22,14,1295.74,358.17,136.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,12,48,29,19,1618.97,432.86,212.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,13,50,31,19,2307.64,795.16,219.68,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,14,37,22,15,1507.25,385.54,181.21,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,15,58,35,23,2493.68,654.08,166.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,16,40,24,16,1821.29,525.15,163.74,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,17,42,26,16,1458.31,598.77,258.72,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,18,35,21,14,1426.35,755.08,103.79,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,19,28,17,11,1112.27,264.15,201.94,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-27,20,29,17,12,1004.56,622.24,95.28,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,9,36,22,14,1261.43,675.39,219.97,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,10,38,23,15,1659.82,483.12,148.49,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,11,41,25,16,1687.08,851.08,133.99,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,12,49,30,19,1850.89,734.34,194.66,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,13,48,29,19,1689.35,449.29,161.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,14,47,29,18,1723.44,476.91,315.79,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,15,50,31,19,1991.28,912.73,147.78,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,16,52,32,20,2116.71,602.59,360.23,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,17,37,22,15,1339.87,573.9,134.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,18,40,24,16,1451.88,394.52,250.45,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,19,33,20,13,1237.52,547.15,242.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-28,20,31,19,12,1284.5,519.26,207.82,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,9,23,11,12,933.07,486.14,112.1,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,10,21,10,11,968.24,329.02,60.79,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,11,31,16,15,1241.04,669.8,201.57,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,12,27,14,13,1156.7,477.46,83.74,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,13,35,18,17,1671.25,791.36,228.98,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,14,34,17,17,1156.65,507.53,253.01,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,15,21,10,11,882.75,434.23,79.58,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,16,36,18,18,1676.62,784.74,102.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,17,24,12,12,893.23,308.8,114.98,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,18,26,13,13,1195.36,520.3,146.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,19,19,9,10,733.99,210.42,103.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-29,20,21,10,11,926.81,465.26,149.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-30,9,21,10,11,768.13,346.48,88.61,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-30,10,24,12,12,925.78,344.7,118.27,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-30,11,27,14,13,982.98,297.38,149.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2025-12-30,12,31,16,15,1336.06,295.83,215.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
