date,venue_slug,visitors,visitors_low,visitors_base,visitors_high,weather_risk,forecast_confidence,demand_signal_score,trend_signal_score,event_impact_score,holiday_impact_score,seasonality_score,weather_impact_score,notes,is_calibrated_demo
2024-06-30,aquapark_fala,11234,10111,11234,12357,low,0.82,82.65,62.0,0.0,18.0,65.22,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-01,aquapark_fala,7035,6332,7035,7739,low,0.82,82.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-02,aquapark_fala,5246,4407,5246,6085,medium,0.72,82.3,62.0,0.0,16.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-03,aquapark_fala,7396,6656,7396,8136,low,0.82,83.1,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-04,aquapark_fala,7937,7143,7937,8731,low,0.82,84.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-05,aquapark_fala,6995,5876,6995,8114,medium,0.72,87.5,62.0,0.0,16.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-06,aquapark_fala,13303,11973,13303,14633,low,0.82,95.7,62.0,0.0,18.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-07,aquapark_fala,14496,13046,14496,15946,low,0.82,98.3,62.0,0.0,18.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-08,aquapark_fala,7035,6332,7035,7739,low,0.82,82.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-09,aquapark_fala,7035,6332,7035,7739,low,0.82,82.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-10,aquapark_fala,5515,4633,5515,6397,medium,0.72,83.1,62.0,0.0,16.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-11,aquapark_fala,7937,7143,7937,8731,low,0.82,84.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-12,aquapark_fala,9380,8442,9380,10318,low,0.82,87.5,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-13,aquapark_fala,9921,8334,9921,11508,medium,0.72,95.7,62.0,0.0,18.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-14,aquapark_fala,14496,13046,14496,15946,low,0.82,98.3,62.0,0.0,18.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-15,aquapark_fala,7035,6332,7035,7739,low,0.82,82.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-16,aquapark_fala,5246,4407,5246,6085,medium,0.72,82.3,62.0,0.0,16.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-17,aquapark_fala,7396,6656,7396,8136,low,0.82,83.1,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-18,aquapark_fala,5919,4972,5919,6866,medium,0.72,84.3,62.0,0.0,16.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-19,aquapark_fala,9380,8442,9380,10318,low,0.82,87.5,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-20,aquapark_fala,13303,11973,13303,14633,low,0.82,95.7,62.0,0.0,18.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-21,aquapark_fala,10811,9081,10811,12541,medium,0.72,98.3,62.0,0.0,18.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-22,aquapark_fala,7035,6332,7035,7739,low,0.82,82.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-23,aquapark_fala,7035,6332,7035,7739,low,0.82,82.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-24,aquapark_fala,5515,4633,5515,6397,medium,0.72,83.1,62.0,0.0,16.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-25,aquapark_fala,7937,7143,7937,8731,low,0.82,84.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-26,aquapark_fala,9380,8442,9380,10318,low,0.82,87.5,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-27,aquapark_fala,13303,11973,13303,14633,low,0.82,95.7,62.0,0.0,18.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-28,aquapark_fala,14496,13046,14496,15946,low,0.82,98.3,62.0,0.0,18.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-29,aquapark_fala,5246,4407,5246,6085,medium,0.72,82.3,62.0,0.0,16.0,100.0,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-30,aquapark_fala,7035,6332,7035,7739,low,0.82,82.3,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-07-31,aquapark_fala,7396,6656,7396,8136,low,0.82,83.1,62.0,0.0,16.0,100.0,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-01,aquapark_fala,5734,4817,5734,6651,medium,0.72,82.34,62.0,0.0,16.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-02,aquapark_fala,9087,8178,9087,9996,low,0.82,85.54,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-03,aquapark_fala,12888,11599,12888,14177,low,0.82,93.74,62.0,0.0,18.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-04,aquapark_fala,14043,12639,14043,15447,low,0.82,96.34,62.0,0.0,18.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-05,aquapark_fala,6815,6134,6815,7497,low,0.82,80.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-06,aquapark_fala,5082,4269,5082,5895,medium,0.72,80.34,62.0,0.0,16.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-07,aquapark_fala,7165,6448,7165,7882,low,0.82,81.14,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-08,aquapark_fala,7689,6920,7689,8458,low,0.82,82.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-09,aquapark_fala,6777,5693,6777,7861,medium,0.72,85.54,62.0,0.0,16.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-10,aquapark_fala,12888,11599,12888,14177,low,0.82,93.74,62.0,0.0,18.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-11,aquapark_fala,14043,12639,14043,15447,low,0.82,96.34,62.0,0.0,18.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-12,aquapark_fala,5082,4269,5082,5895,medium,0.72,80.34,62.0,0.0,16.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-13,aquapark_fala,6815,6134,6815,7497,low,0.82,80.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-14,aquapark_fala,7165,6448,7165,7882,low,0.82,81.14,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-15,aquapark_fala,9147,8232,9147,10062,low,0.82,82.34,62.0,0.0,38.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-16,aquapark_fala,9087,8178,9087,9996,low,0.82,85.54,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-17,aquapark_fala,9611,8073,9611,11149,medium,0.72,93.74,62.0,0.0,18.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-18,aquapark_fala,14043,12639,14043,15447,low,0.82,96.34,62.0,0.0,18.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-19,aquapark_fala,6815,6134,6815,7497,low,0.82,80.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-20,aquapark_fala,5082,4269,5082,5895,medium,0.72,80.34,62.0,0.0,16.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-21,aquapark_fala,7165,6448,7165,7882,low,0.82,81.14,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-22,aquapark_fala,7689,6920,7689,8458,low,0.82,82.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-23,aquapark_fala,9087,8178,9087,9996,low,0.82,85.54,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-24,aquapark_fala,12888,11599,12888,14177,low,0.82,93.74,62.0,0.0,18.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-25,aquapark_fala,10473,8797,10473,12149,medium,0.72,96.34,62.0,0.0,18.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-26,aquapark_fala,6815,6134,6815,7497,low,0.82,80.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-27,aquapark_fala,6815,6134,6815,7497,low,0.82,80.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-28,aquapark_fala,5343,4488,5343,6198,medium,0.72,81.14,62.0,0.0,16.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-29,aquapark_fala,7689,6920,7689,8458,low,0.82,82.34,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-30,aquapark_fala,9087,8178,9087,9996,low,0.82,85.54,62.0,0.0,16.0,95.65,18.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-08-31,aquapark_fala,9611,8073,9611,11149,medium,0.72,93.74,62.0,0.0,18.0,95.65,-12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-01,aquapark_fala,5418,4876,5418,5960,low,0.82,60.14,48.0,0.0,2.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-02,aquapark_fala,2282,1917,2282,2647,medium,0.72,44.14,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-03,aquapark_fala,2622,2360,2622,2884,low,0.82,44.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-04,aquapark_fala,2757,2481,2757,3033,low,0.82,44.94,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-05,aquapark_fala,2575,2163,2575,2987,medium,0.72,46.14,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-06,aquapark_fala,3496,3146,3496,3846,low,0.82,49.34,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-07,aquapark_fala,4972,4475,4972,5469,low,0.82,57.54,48.0,0.0,2.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-08,aquapark_fala,4716,3961,4716,5471,medium,0.72,60.14,48.0,0.0,2.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-09,aquapark_fala,2622,2360,2622,2884,low,0.82,44.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-10,aquapark_fala,2622,2360,2622,2884,low,0.82,44.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-11,aquapark_fala,2399,2015,2399,2783,medium,0.72,44.94,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-12,aquapark_fala,2958,2662,2958,3254,low,0.82,46.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-13,aquapark_fala,3043,2556,3043,3530,medium,0.72,49.34,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-14,aquapark_fala,4972,4475,4972,5469,low,0.82,57.54,48.0,0.0,2.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-15,aquapark_fala,5418,4876,5418,5960,low,0.82,60.14,48.0,0.0,2.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-16,aquapark_fala,2282,1917,2282,2647,medium,0.72,44.14,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-17,aquapark_fala,2622,2360,2622,2884,low,0.82,44.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-18,aquapark_fala,2757,2481,2757,3033,low,0.82,44.94,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-19,aquapark_fala,2575,2163,2575,2987,medium,0.72,46.14,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-20,aquapark_fala,3496,3146,3496,3846,low,0.82,49.34,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-21,aquapark_fala,4328,3636,4328,5020,medium,0.72,57.54,48.0,0.0,2.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-22,aquapark_fala,5418,4876,5418,5960,low,0.82,60.14,48.0,0.0,2.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-23,aquapark_fala,2622,2360,2622,2884,low,0.82,44.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-24,aquapark_fala,2282,1917,2282,2647,medium,0.72,44.14,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-25,aquapark_fala,2757,2481,2757,3033,low,0.82,44.94,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-26,aquapark_fala,2958,2662,2958,3254,low,0.82,46.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-27,aquapark_fala,3043,2556,3043,3530,medium,0.72,49.34,48.0,0.0,0.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-28,aquapark_fala,4972,4475,4972,5469,low,0.82,57.54,48.0,0.0,2.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-29,aquapark_fala,4716,3961,4716,5471,medium,0.72,60.14,48.0,0.0,2.0,26.09,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-09-30,aquapark_fala,2622,2360,2622,2884,low,0.82,44.14,48.0,0.0,0.0,26.09,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-01,aquapark_fala,2030,1827,2030,2233,low,0.82,38.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-02,aquapark_fala,1858,1561,1858,2155,medium,0.72,39.07,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-03,aquapark_fala,2290,2061,2290,2519,low,0.82,40.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-04,aquapark_fala,2707,2436,2707,2978,low,0.82,43.47,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-05,aquapark_fala,3350,2814,3350,3886,medium,0.72,51.67,48.0,0.0,2.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-06,aquapark_fala,4195,3776,4195,4614,low,0.82,54.27,48.0,0.0,2.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-07,aquapark_fala,2030,1827,2030,2233,low,0.82,38.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-08,aquapark_fala,1767,1484,1767,2050,medium,0.72,38.27,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-09,aquapark_fala,2134,1921,2134,2347,low,0.82,39.07,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-10,aquapark_fala,1994,1675,1994,2313,medium,0.72,40.27,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-11,aquapark_fala,2707,2436,2707,2978,low,0.82,43.47,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-12,aquapark_fala,3849,3464,3849,4234,low,0.82,51.67,48.0,0.0,2.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-13,aquapark_fala,3651,3067,3651,4235,medium,0.72,54.27,48.0,0.0,2.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-14,aquapark_fala,2030,1827,2030,2233,low,0.82,38.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-15,aquapark_fala,2030,1827,2030,2233,low,0.82,38.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-16,aquapark_fala,1858,1561,1858,2155,medium,0.72,39.07,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-17,aquapark_fala,2290,2061,2290,2519,low,0.82,40.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-18,aquapark_fala,2356,1979,2356,2733,medium,0.72,43.47,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-19,aquapark_fala,3849,3464,3849,4234,low,0.82,51.67,48.0,0.0,2.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-20,aquapark_fala,4195,3776,4195,4614,low,0.82,54.27,48.0,0.0,2.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-21,aquapark_fala,1767,1484,1767,2050,medium,0.72,38.27,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-22,aquapark_fala,2030,1827,2030,2233,low,0.82,38.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-23,aquapark_fala,2134,1921,2134,2347,low,0.82,39.07,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-24,aquapark_fala,1994,1675,1994,2313,medium,0.72,40.27,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-25,aquapark_fala,2707,2436,2707,2978,low,0.82,43.47,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-26,aquapark_fala,3350,2814,3350,3886,medium,0.72,51.67,48.0,0.0,2.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-27,aquapark_fala,4195,3776,4195,4614,low,0.82,54.27,48.0,0.0,2.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-28,aquapark_fala,2030,1827,2030,2233,low,0.82,38.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-29,aquapark_fala,1767,1484,1767,2050,medium,0.72,38.27,48.0,0.0,0.0,13.04,-6.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-30,aquapark_fala,2134,1921,2134,2347,low,0.82,39.07,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-10-31,aquapark_fala,2290,2061,2290,2519,low,0.82,40.27,48.0,0.0,0.0,13.04,8.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-11-01,aquapark_fala,2441,2050,2441,2832,medium,0.72,37.6,48.0,0.0,22.0,0.0,3.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-11-02,aquapark_fala,2845,2390,2845,3300,medium,0.72,45.8,48.0,0.0,2.0,0.0,3.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-11-03,aquapark_fala,3100,2604,3100,3596,medium,0.72,48.4,48.0,0.0,2.0,0.0,3.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-11-04,aquapark_fala,1501,1261,1501,1741,medium,0.72,32.4,48.0,0.0,0.0,0.0,3.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-11-05,aquapark_fala,1501,1261,1501,1741,medium,0.72,32.4,48.0,0.0,0.0,0.0,3.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
2024-11-06,aquapark_fala,1577,1325,1577,1829,medium,0.72,33.2,48.0,0.0,0.0,0.0,3.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 1,500,000.",True
